"","name","college","position","id","age","birthDate","draftYear","draftRound","pickInDraftRound","draftPick"
"1465","Joey Jamison","Texas Southern","WR",NA,NA,NA,2000,5,22,NA
"1466","Dante Hall","Texas A&M","WR",NA,42.6,1978-09-20,2000,5,24,"153"
"1467","Muneer Moore","Richmond","WR",NA,NA,NA,2000,5,25,NA
"1468","Troy Walters","Stanford","WR",NA,44.4,1976-12-15,2000,5,36,"165"
"1469","Frank Murphy","Kansas State","WR",NA,44.2,1977-02-11,2000,6,4,"170"
"1470","Mareno Philyaw","Troy State","WR",NA,NA,NA,2000,6,6,"172"
"1471","James Williams","Marshall","WR",NA,43.2,1978-03-06,2000,6,9,"175"
"1472","Emanuel Smith","Arkansas","WR",NA,NA,NA,2000,6,30,"196"
"1473","Sherrod Gideon","Southern Mississippi","WR",NA,NA,NA,2000,6,34,NA
"1474","Desmond Kitchings","Furman","WR",NA,NA,NA,2000,7,2,NA
"1475","Drew Haddad","Buffalo","WR",NA,42.7,1978-08-15,2000,7,27,"233"
"1476","Charles Lee","Central Florida","WR",NA,43.5,1977-11-19,2000,7,36,"242"
"1477","Leroy Fields","Jackson State","WR",NA,NA,NA,2000,7,40,NA
"1478","Ethan Howell","Oklahoma State","WR",NA,NA,NA,2000,7,44,NA
"1479","Mike Furrey","Northern Iowa","WR",NA,44,1977-05-12,2000,NA,NA,NA
"1480","Torry Holt","North Carolina State","WR",NA,44.9,1976-06-05,1999,1,6,"6"
"1481","David Boston","Ohio State","WR",NA,42.7,1978-08-19,1999,1,8,"8"
"1482","Troy Edwards","Louisiana Tech","WR",NA,44.1,1977-04-07,1999,1,13,"13"
"1483","Kevin Johnson","Syracuse","WR",NA,44.8,1976-07-15,1999,2,1,"32"
"1484","Peerless Price","Tennessee","WR",NA,44.5,1976-10-27,1999,2,22,"53"
"1485","D'wayne Bates","Northwestern","WR",NA,45.4,1975-12-04,1999,3,10,"71"
"1486","Marty Booker","Northeast Louisiana","WR",NA,44.8,1976-07-31,1999,3,17,"78"
"1487","Karsten Bailey","Auburn","WR",NA,44,1977-04-26,1999,3,21,"82"
"1488","Travis McGriff","Florida","WR",NA,44.9,1976-06-24,1999,3,32,"93"
"1489","Craig Yeast","Kentucky","WR",NA,44.5,1976-11-20,1999,4,3,"98"
"1490","Dameane Douglas","California","WR",NA,45.1,1976-03-15,1999,4,7,"102"
"1491","Brandon Stokley","SW Louisiana","WR","00-0015754",44.9,1976-06-23,1999,4,10,"105"
"1492","Larry Parker","Southern California","WR",NA,44.8,1976-07-14,1999,4,13,"108"
"1493","Wane McGarity","Texas","WR",NA,44.6,1976-09-30,1999,4,23,"118"
"1494","Na Brown","North Carolina","WR",NA,44.2,1977-02-22,1999,4,35,"130"
"1495","Darrin Chiaverini","Colorado","WR",NA,43.6,1977-10-12,1999,5,15,"148"
"1496","Charlie Rogers","Georgia Tech","WR",NA,44.9,1976-06-19,1999,5,19,"152"
"1497","Eugene Baker","Kent State","WR",NA,45.1,1976-03-18,1999,5,31,"164"
"1498","Malcolm Johnson","Notre Dame","WR",NA,43.7,1977-08-27,1999,5,33,"166"
"1499","Tai Streets","Michigan","WR",NA,44,1977-04-20,1999,6,2,"171"
"1500","Martay Jenkins",NA,"WR",NA,46.2,1975-02-28,1999,6,24,"193"
"1501","Dee Miller","Ohio State","WR",NA,45.4,1975-12-04,1999,6,27,NA
"1502","Chad Plummer","Cincinnati","WR",NA,45.4,1975-11-30,1999,6,35,"204"
"1503","Donald Driver","Alcorn State","WR","00-0004541",46.3,1975-02-02,1999,7,7,"213"
"1504","Sulecio Sanford","Tennessee","WR",NA,45.1,1976-03-23,1999,7,15,NA
"1505","Darnell McDonald","Kansas State","WR",NA,45,1976-05-26,1999,7,34,"240"
"1506","Sean Morey","Brown","WR",NA,45.2,1976-02-26,1999,7,35,"241"
"1507","Torry Holt","Southern","WR",NA,44.6,1976-09-28,1999,7,40,NA
"1508","Damon Griffin",NA,"WR",NA,NA,NA,1999,NA,NA,NA
"1509","Isaac Jones","Purdue","WR",NA,45.4,1975-12-07,1999,NA,NA,NA
"1510","Bashir Yamini",NA,"WR",NA,43.7,1977-09-10,1999,NA,NA,NA
"1511","Kevin Dyson","Utah","WR",NA,45.9,1975-06-23,1998,1,16,"16"
"1512","Randy Moss","Marshall","WR","00-0011754",44.2,1977-02-13,1998,1,21,"21"
"1513","Marcus Nash","Tennessee","WR",NA,45.3,1976-02-01,1998,1,30,"30"
"1514","Jerome Pathon","Washington","WR",NA,45.4,1975-12-16,1998,2,2,"32"
"1515","Jacquez Green","Florida","WR",NA,45.3,1976-01-15,1998,2,4,"34"
"1516","Patrick Johnson","Oregon","WR",NA,44.7,1976-08-10,1998,2,12,"42"
"1517","Germane Crowell","Virginia","WR",NA,44.6,1976-09-13,1998,2,20,"50"
"1518","Tony Simmons","Wisconsin","WR",NA,46.4,1974-12-08,1998,2,22,"52"
"1519","Joe Jurevicius","Penn State","WR",NA,46.4,1974-12-23,1998,2,25,"55"
"1520","Brian Alford","Purdue","WR",NA,45.9,1975-06-07,1998,3,9,"70"
"1521","E.G. Green","Florida State","WR",NA,45.9,1975-06-28,1998,3,10,"71"
"1522","Jammi German","Miami (Fla.)","WR",NA,46.8,1974-07-04,1998,3,13,"74"
"1523","Larry Shannon","East Carolina","WR",NA,46.3,1975-02-02,1998,3,21,"82"
"1524","Hines Ward","Georgia","WR",NA,45.2,1976-03-08,1998,3,31,"92"
"1525","Az-zahir Hakim","San Diego State","WR",NA,43.9,1977-06-03,1998,4,4,"96"
"1526","Donald Hayes","Wisconsin","WR",NA,45.8,1975-07-13,1998,4,14,"106"
"1527","Tim Dwight","Iowa","WR",NA,45.8,1975-07-13,1998,4,22,"114"
"1528","Corey Bradford","Jackson State","WR",NA,45.4,1975-12-08,1998,5,27,"150"
"1529","Fred Coleman","Washington","WR",NA,46.3,1975-01-31,1998,6,7,"160"
"1530","Jason Tucker","TCU","WR",NA,44.9,1976-06-24,1998,6,14,"167"
"1531","Bobby Shaw","California","WR",NA,46,1975-04-23,1998,6,16,"169"
"1532","Chris Brazzell",NA,"WR",NA,45,1976-05-22,1998,6,21,"174"
"1533","Alvis Whitted","North Carolina State","WR",NA,46.7,1974-09-04,1998,7,3,"192"
"1534","Andy McCullough","Tennessee","WR",NA,45.5,1975-11-11,1998,7,15,"204"
"1535","Ryan Thelwell","Minnesota","WR",NA,48.1,1973-04-06,1998,7,26,"215"
"1536","Jim Turner","Syracuse","WR",NA,45.5,1975-11-13,1998,7,39,NA
"1537","E.g. Green","Arkansas","WR",NA,45.8,1975-07-25,1998,7,46,NA
"1538","Kamil Loud","Cal Poly S.L.O.","WR",NA,44.9,1976-06-25,1998,7,49,"238"
"1539","Alvin Harper","San Diego State","WR",NA,44.9,1976-06-19,1998,7,10,NA
"1540","Chris Jackson",NA,"WR",NA,46.2,1975-02-26,1998,NA,NA,NA
"1541","Brian Finneran","Villanova","WR",NA,45.3,1976-01-31,1998,NA,NA,NA
"1542","Ike Hilliard","Florida","WR",NA,45.1,1976-04-05,1997,1,7,"7"
"1543","Yatil Green","Miami (Fla.)","WR",NA,47.4,1973-11-25,1997,1,15,"15"
"1544","Reidel Anthony","Florida","WR",NA,44.5,1976-10-20,1997,1,16,"16"
"1545","Joey Kent","Tennessee","WR",NA,47,1974-04-23,1997,2,16,"46"
"1546","Kevin Lockett","Kansas State","WR",NA,46.7,1974-09-08,1997,2,17,"47"
"1547","Will Blackwell","San Diego State","WR",NA,45.8,1975-07-09,1997,2,23,"53"
"1548","Dedric Ward","Northern Iowa","WR",NA,46.6,1974-09-29,1997,3,28,"88"
"1549","Derrick Mason","Michigan State","WR",NA,47.3,1974-01-17,1997,4,2,"98"
"1550","Marcus Robinson","South Carolina","WR",NA,46.2,1975-02-27,1997,4,12,"108"
"1551","Albert Connell","Texas A&M","WR",NA,47,1974-05-13,1997,4,19,"115"
"1552","Keith Poole","Arizona State","WR",NA,46.9,1974-06-18,1997,4,20,"116"
"1553","Macey Brooks","James Madison","WR",NA,46.3,1975-02-02,1997,4,31,"127"
"1554","Antonio Freeman","Colorado","WR",NA,47.8,1973-07-05,1997,4,34,NA
"1555","Nathaniel Jacquet","San Diego State","WR",NA,45.7,1975-09-02,1997,5,20,NA
"1556","Irving Fryar","Stanford","WR",NA,46,1975-04-22,1997,6,7,NA
"1557","Tony Gaiter","Miami (Fla.)","WR",NA,46.8,1974-07-15,1997,6,29,"192"
"1558","Isaac Byrd","Kansas","WR",NA,46.5,1974-11-11,1997,6,32,"195"
"1559","Oronde Gadsden","Northwestern","WR",NA,45.8,1975-07-30,1997,7,2,NA
"1560","Matthew Hatchette",NA,"WR",NA,47,1974-05-01,1997,7,34,"235"
"1561","David Patten","Western Carolina","WR",NA,46.7,1974-08-19,1997,NA,NA,NA
"1562","James Thrash","Missouri Southern St","WR",NA,46,1975-04-28,1997,NA,NA,NA
"1563","Keyshawn Johnson","Southern California","WR",NA,48.8,1972-07-22,1996,1,1,"1"
"1564","Terry Glenn","Ohio State","WR",NA,46.8,1974-07-23,1996,1,7,"7"
"1565","Eddie Kennison","LSU","WR",NA,48.3,1973-01-20,1996,1,18,"18"
"1566","Marvin Harrison","Syracuse","WR",NA,48.7,1972-08-25,1996,1,19,"19"
"1567","Eric Moulds","Mississippi State","WR",NA,47.8,1973-07-17,1996,1,24,"24"
"1568","Alex Vandyke","Nevada","WR",NA,46.8,1974-07-24,1996,2,1,NA
"1569","Amani Toomer","Michigan","WR",NA,46.7,1974-09-08,1996,2,4,"34"
"1570","Bryan Still","Virginia Tech","WR",NA,46.9,1974-06-03,1996,2,11,"41"
"1571","Muhsin Muhammad","Michigan State","WR",NA,48,1973-05-05,1996,2,13,"43"
"1572","Bobby Engram","Penn State","WR",NA,48.3,1973-01-07,1996,2,22,"52"
"1573","Derrick Mayes","Notre Dame","WR",NA,47.3,1974-01-28,1996,2,26,"56"
"1574","Bert Emanuel","Florida","WR",NA,48.7,1972-09-12,1996,3,17,NA
"1575","Terrell Owens","Tennessee Chattanoog","WR",NA,47.4,1973-12-07,1996,3,28,"89"
"1576","Stepfret Williams","Northeast Louisiana","WR",NA,47.9,1973-06-14,1996,3,33,"94"
"1577","Reggie Barlow","Alabama State","WR",NA,48.3,1973-01-22,1996,4,15,"110"
"1578","Charlie Jones","Fresno State","WR",NA,48.4,1972-12-01,1996,4,19,"114"
"1579","Jahine Arnold","Fresno State","WR",NA,47.9,1973-06-19,1996,4,37,"132"
"1580","Joe Horn","Itawamba (MS) JC","WR",NA,49.3,1972-01-16,1996,5,3,"135"
"1581","Jermaine Lewis","Maryland","WR",NA,46.6,1974-10-16,1996,5,21,"153"
"1582","Patrick Jeffers","Virginia","WR",NA,48.3,1973-02-02,1996,5,27,"159"
"1583","Iheani Uwaezuoke","California","WR",NA,47.8,1973-07-24,1996,5,28,NA
"1584","Dietrich Jells","Pittsburgh","WR",NA,49.1,1972-04-11,1996,6,9,"176"
"1585","Chris Doering","Florida","WR",NA,48,1973-05-19,1996,6,18,"185"
"1586","Danny Farmer",NA,"WR",NA,NA,NA,1996,6,31,NA
"1587","Jacquez Green","Stanford","WR",NA,47.2,1974-02-27,1996,NA,NA,NA
"1588","Mark Harris","Louisville","WR",NA,48.6,1972-10-09,1996,3,5,NA
"1589","Ronnie Harris","Temple","WR",NA,48.1,1973-04-11,1996,6,20,NA
"1590","Chris Cole","Miami (Fla.)","WR",NA,50.2,1971-02-16,1995,4,5,NA
"1591","Michael Westbrook","Colorado","WR",NA,48.8,1972-07-07,1995,1,4,"4"
"1592","Joey Galloway","Ohio State","WR",NA,49.5,1971-11-20,1995,1,8,"8"
"1593","J.J. Stokes","UCLA","WR",NA,48.6,1972-10-06,1995,1,10,"10"
"1594","Frank Sanders","Auburn","WR",NA,48.2,1973-02-17,1995,2,15,"47"
"1595","Chris Sanders","Ohio State","WR",NA,49,1972-05-08,1995,3,3,"67"
"1596","Chris t. Jones","Miami (Fla.)","WR",NA,49.8,1971-08-07,1995,3,14,NA
"1597","Tamarick Vanover","Florida State","WR",NA,47.2,1974-02-25,1995,3,17,"81"
"1598","Antonio Freeman","Virginia Tech","WR",NA,48.9,1972-05-27,1995,3,26,"90"
"1599","Justin Armour","Stanford","WR",NA,48.3,1973-01-01,1995,4,15,"113"
"1600","Laveranues Coles","Florida","WR",NA,48.5,1972-11-11,1995,4,18,NA
"1601","David Dunn","Fresno State","WR",NA,48.9,1972-06-10,1995,5,5,"139"
"1602","Roell Preston","Mississippi","WR",NA,48.9,1972-06-23,1995,5,11,"145"
"1603","Brett Bech","LSU","WR",NA,49.7,1971-08-20,1995,NA,NA,NA
"1604","Marvin Harrison","TCU","WR",NA,47.7,1973-08-26,1995,2,17,NA
"1605","Andre Hastings","Western Michigan","WR",NA,49.9,1971-06-08,1995,7,13,NA
"1606","Derrick Alexander","Michigan","WR",NA,49.5,1971-11-06,1994,1,29,"29"
"1607","Isaac Bruce","Memphis","WR",NA,48.5,1972-11-10,1994,2,4,"33"
"1608","Bert Emanuel","Rice","WR",NA,50.5,1970-10-27,1994,2,16,"45"
"1609","Willie Jackson","Florida","WR",NA,49.7,1971-08-16,1994,4,6,"109"
"1610","Charles Johnson","Colorado","WR",NA,49.3,1972-01-03,1994,1,17,"17"
"1611","Thomas Lewis","Indiana","WR",NA,49.3,1972-01-10,1994,1,24,"24"
"1612","Terry Mickens","Florida A&M","WR",NA,50.2,1971-02-21,1994,5,15,"146"
"1613","Johnnie Morton","Southern California","WR",NA,49.6,1971-10-07,1994,1,21,"21"
"1614","Chris Penn","Tulsa","WR",NA,50.1,1971-04-20,1994,3,31,"96"
"1615","Bill Schroeder",NA,"WR",NA,50.3,1971-01-09,1994,6,20,"181"
"1616","Darnay Scott","San Diego State","WR",NA,48.8,1972-07-07,1994,2,1,"30"
"1617","Kevin Dyson","Fresno State","WR",NA,50,1971-04-27,1994,5,20,NA
"1618","Joe Horn","California","WR",NA,50.4,1970-12-01,1994,1,19,NA
"1619","Tony Horne","Alabama","WR",NA,NA,NA,1994,2,31,NA
"1620","Desmond Howard","Cincinnati","WR",NA,NA,NA,1994,6,22,NA
"1621","Ethan Howell","Nebraska","WR",NA,NA,NA,1994,7,19,NA
"1622","Vincent Brisby","Northeast Louisiana","WR",NA,50.3,1971-01-25,1993,2,27,"56"
"1623","Troy Brown","Marshall","WR",NA,49.9,1971-07-02,1993,8,2,"198"
"1624","Curtis Conway","Southern California","WR",NA,50.3,1971-01-13,1993,1,7,"7"
"1625","Horace Copeland","Miami (Fla.)","WR",NA,50.3,1971-01-01,1993,4,20,"104"
"1626","Sean Dawkins","California","WR",NA,50.3,1971-02-03,1993,1,16,"16"
"1627","Isaac Bruce","Miami (Fla.)","WR",NA,50.7,1970-08-10,1993,6,17,NA
"1628","Eric Guliford","Arizona State","WR",NA,NA,NA,1993,NA,NA,NA
"1629","Andre Hastings","Georgia","WR",NA,50.5,1970-11-07,1993,3,20,"76"
"1630","Qadry Ismail","Syracuse","WR",NA,50.5,1970-11-08,1993,2,23,"52"
"1631","O.J. McDuffie","Penn State","WR",NA,NA,NA,1993,1,25,"25"
"1632","Kenny Shedd","Northern Iowa","WR",NA,50.2,1971-02-14,1993,5,17,"129"
"1633","Lamar Thomas","Miami (Fla.)","WR",NA,51.2,1970-02-12,1993,3,4,"60"
"1634","Kevin Williams","Miami (Fla.)","WR",NA,50.3,1971-01-25,1993,2,17,"46"
"1635","Brian Stablein","Ohio State","WR",NA,51.1,1970-04-14,1993,8,14,"210"
"1636","David Dunn","Arizona","WR",NA,50,1971-05-19,1993,6,15,NA
"1637","James Hundon","Washington","WR",NA,NA,NA,1993,4,19,NA
"1638","Robert Brooks","South Carolina","WR",NA,50.9,1970-06-23,1992,3,6,"62"
"1639","Courtney Hawkins","Michigan State","WR",NA,NA,NA,1992,2,16,"44"
"1640","Desmond Howard","Michigan","WR",NA,51,1970-05-15,1992,1,4,"4"
"1641","Carl Pickens","Tennessee","WR",NA,51.1,1970-03-23,1992,2,3,"31"
"1642","Torrance Small","Alcorn State","WR",NA,50.7,1970-09-06,1992,5,26,"138"
"1643","Jimmy Smith","Jackson State","WR",NA,NA,NA,1992,2,8,"36"
"1644","Chris Walsh","Stanford","WR",NA,NA,NA,1992,9,27,"251"
"1645","Yatil Green","Pittsburg State","WR",NA,NA,NA,1992,11,11,NA
"1646","Michael Jackson","Arizona State","WR",NA,NA,NA,1992,2,19,NA
"1647","Willie Jackson","UCLA","WR",NA,NA,NA,1992,4,6,NA
"1648","Joey Jamison","California","WR",NA,NA,NA,1992,7,15,NA
"1649","Patrick Jeffers","San Diego State","WR",NA,NA,NA,1992,8,17,NA
"1650","Shawn Jefferson","Kansas","WR",NA,NA,NA,1992,9,9,NA
"1651","Dietrich Jells","Florida","WR",NA,NA,NA,1992,9,17,NA
"1652","MarTay Jenkins",NA,"WR",NA,NA,NA,1992,9,24,NA
"1653","James Jett","Western Kentucky","WR",NA,NA,NA,1992,12,13,NA
"1654","Jeff Graham","Ohio State","WR",NA,NA,NA,1991,2,19,"46"
"1655","Alvin Harper","Tennessee","WR",NA,NA,NA,1991,1,12,"12"
"1656","Raghib Ismail","Notre Dame","WR",NA,NA,NA,1991,4,17,NA
"1657","Michael Jackson","Southern Mississippi","WR",NA,NA,NA,1991,6,2,"141"
"1658","Shawn Jefferson","Central Florida","WR",NA,NA,NA,1991,9,17,"240"
"1659","Chris Calloway","Auburn","WR",NA,NA,NA,1991,7,20,NA
"1660","Ed McCaffrey","Stanford","WR",NA,NA,NA,1991,3,28,"83"
"1661","Keenan McCardell","Nevada-Las Vegas","WR",NA,51.3,1970-01-06,1991,12,20,"326"
"1662","Ernie Mills","Florida","WR",NA,NA,NA,1991,3,18,"73"
"1663","Herman Moore","Virginia","WR",NA,NA,NA,1991,1,10,"10"
"1664","Mike Pritchard","Colorado","WR",NA,NA,NA,1991,1,13,"13"
"1665","Jake Reed","Grambling","WR",NA,NA,NA,1991,3,13,"68"
"1666","Yancey Thigpen",NA,"WR",NA,NA,NA,1991,4,7,"90"
"1667","Wayne Chrebet","Michigan","WR",NA,51.2,1970-03-12,1991,5,1,NA
"1668","Kevin Drake","Illinois","WR",NA,NA,NA,1991,6,13,NA
"1669","Quinn Early","Oklahoma State","WR",NA,NA,NA,1991,NA,NA,NA
"1670","Chad Johnson","South Carolina","WR",NA,NA,NA,1991,3,1,NA
"1671","Charles Johnson","Colorado","WR",NA,NA,NA,1991,3,14,NA
"1672","Kevin Johnson",NA,"WR",NA,NA,NA,1991,6,27,NA
"1673","Keyshawn Johnson",NA,"WR",NA,NA,NA,1991,7,8,NA
"1674","Larry Johnson","Florida State","WR",NA,NA,NA,1991,7,15,NA
"1675","Malcolm Johnson","Arkansas State","WR",NA,NA,NA,1991,9,5,NA
"1676","Pat Johnson","Virginia","WR",NA,NA,NA,1991,9,15,NA
"1677","Charlie Jones","UCLA","WR",NA,NA,NA,1991,11,10,NA
"1678","Chris T Jones","Richmond","WR",NA,NA,NA,1991,11,16,NA
"1679","Chris Calloway","Michigan","WR",NA,NA,NA,1990,4,16,"97"
"1680","Willie Green","Mississippi","WR",NA,NA,NA,1990,8,1,"194"
"1681","Terance Mathis","New Mexico","WR",NA,NA,NA,1990,6,3,"140"
"1682","Rae Carruth","Michigan","WR",NA,NA,NA,1990,3,27,NA
"1683","Ricky Proehl","Wake Forest","WR",NA,NA,NA,1990,3,5,"58"
"1684","Chris Chambers","West Virginia","WR",NA,NA,NA,1990,2,3,NA
"1685","Reggie Jones",NA,"WR",NA,NA,NA,1990,5,26,NA
"1686","Santana Moss","Notre Dame","WR",NA,NA,NA,1990,2,16,NA
"1687","Eric Moulds","Oregon","WR",NA,NA,NA,1990,3,25,NA
"1688","Muhsin Muhammad","Notre Dame","WR",NA,NA,NA,1990,4,10,NA
"1689","Marcus Nash","Auburn","WR",NA,NA,NA,1990,7,12,NA
"1690","Dennis Northcutt","Southern Mississippi","WR",NA,NA,NA,1990,9,20,NA
"1691","Jeff Ogden","Pittsburgh","WR",NA,NA,NA,1990,11,22,NA
"1692","Terrell Owens","Southern","WR",NA,NA,NA,1990,12,22,NA
"1693","Tony Martin",NA,"WR",NA,NA,NA,1989,5,14,"126"
"1694","Eric Metcalf","Texas","WR",NA,NA,NA,1989,1,13,"13"
"1695","Andre Rison","Michigan State","WR",NA,NA,NA,1989,1,22,"22"
"1696","Floyd Turner","Northwestern St","WR",NA,NA,NA,1989,6,20,"159"
"1697","Kirby Dar Dar","Houston","WR",NA,NA,NA,1989,5,19,NA
"1698","Ron Dugans","Middle Tennessee Sta","WR",NA,NA,NA,1989,NA,NA,NA
"1699","Mike Barber","Marshall","WR",NA,NA,NA,1989,4,28,NA
"1700","Jerome Pathon","Arkansas","WR",NA,NA,NA,1989,9,20,NA
"1701","David Patten","Northwestern","WR",NA,NA,NA,1989,11,16,NA
"1702","Brian Blades","Miami (Fla.)","WR",NA,NA,NA,1988,2,NA,"49"
"1703","Tim Brown","Notre Dame","WR",NA,41,1980-05-12,1988,1,6,"6"
"1704","Tim Brown","Arizona State","WR",NA,NA,NA,1988,1,20,"6"
"1705","Quinn Early","Iowa","WR",NA,NA,NA,1988,3,NA,"60"
"1706","Ron Dixon","Miami (Fla.)","WR",NA,NA,NA,1988,2,NA,NA
"1707","Darrell Jackson","Eastern Kentucky","WR",NA,NA,NA,1988,2,17,NA
"1708","Charles Jordan","Nevada-Las Vegas","WR",NA,NA,NA,1988,NA,NA,NA
"1709","Derrick Mason","Indiana","WR",NA,NA,NA,1988,NA,NA,NA
"1710","Mark Carrier","Nicholls State","WR",NA,NA,NA,1987,3,NA,"57"
"1711","Cris Carter","Ohio State","WR",NA,NA,NA,1987,NA,NA,NA
"1712","Tim Dwight","San Diego State","WR",NA,NA,NA,1987,NA,NA,NA
"1713","Derrick Mayes","Louisville","WR",NA,NA,NA,1987,1,23,NA
"1714","Isaac Byrd","Florida State","WR",NA,NA,NA,1986,5,NA,NA
"1715","Webster Slaughter","San Diego State","WR",NA,NA,NA,1986,2,NA,"43"
"1716","Sean Dawkins","Georgia Tech","WR",NA,NA,NA,1986,3,NA,NA
"1717","Andre Reed",NA,"WR",NA,NA,NA,1985,4,NA,"86"
"1718","Jerry Rice","Mississippi Valley S","WR",NA,NA,NA,1985,1,16,"16"
"1719","Darrin Chiaverini","Houston","WR",NA,NA,NA,1985,3,NA,NA
"1720","Raghib Ismail","Alcorn State","WR",NA,NA,NA,1985,2,NA,NA
"1721","Andy Mccullough","Tennessee","WR",NA,NA,NA,1985,11,NA,NA
"1722","Macey Brooks","Western Carolina","WR",NA,NA,NA,1984,NA,NA,NA
"1723","Irving Fryar","Nebraska","WR",NA,NA,NA,1984,1,1,"1"
"1724","Shockmain Davis","Temple","WR",NA,NA,NA,1984,7,NA,NA
"1725","Tony Martin","Middle Tennessee Sta","WR",NA,NA,NA,1984,NA,NA,NA
"1726","Na Brown","Louisville","WR",NA,NA,NA,1983,8,NA,NA
"1727","Reidel Anthony",NA,"WR",NA,NA,NA,1970,NA,NA,NA
"1728","Justin Armour",NA,"WR",NA,NA,NA,1970,NA,NA,NA
"1729","Jahine Arnold",NA,"WR",NA,NA,NA,1970,NA,NA,NA
"1730","Karsten Bailey",NA,"WR",NA,NA,NA,1970,NA,NA,NA
"1731","Robert Baker",NA,"WR",NA,NA,NA,1970,NA,NA,NA
"1732","Avion Black",NA,"WR",NA,NA,NA,1970,NA,NA,NA
"1733","Will Blackwell",NA,"WR",NA,NA,NA,1970,NA,NA,NA
"1734","Onrea Jones","Hampton","WR",NA,37.4,1983-12-22,0,NA,NA,NA
"1735","Felton Huggins","Southeastern Louisiana","WR",NA,38.2,1983-02-15,0,NA,NA,NA
"1736","Jesse Holley","North Carolina","WR",NA,37.3,1984-01-08,0,NA,NA,NA
"1737","Chad Hall","Air Force","WR",NA,35,1986-05-23,0,NA,NA,NA
"1738","Dudley Guice","Northwestern State","WR",NA,34.9,1986-05-28,0,NA,NA,NA
"1739","Jason Chery","Louisiana-Lafayette","WR",NA,34.9,1986-05-31,0,NA,NA,NA
"1740","Derrick Townsel","Murray State","WR",NA,32.8,1988-07-12,0,NA,NA,NA
"1741","Robert Gill","Texas State","WR",NA,37.2,1984-02-27,0,NA,NA,NA
"1742","Troy Brown","Ball State","WR",NA,50,1971-05-22,0,NA,NA,NA
"1743","Tony Washington","Appalachian State","WR",NA,30.6,1990-10-18,0,NA,NA,NA
"1744","Ronnie Harris","Oregon","WR",NA,50.9,1970-06-04,0,NA,NA,NA
"1745","Dialleo Burks",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1746","Plaxico Burress",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1747","James Jett","West Virginia","WR",NA,50.4,1970-12-28,0,NA,NA,NA
"1748","Charles Jordan",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1749","Rob Moore","Syracuse","WR",NA,NA,NA,0,NA,NA,NA
"1750","Josh Ali","Kentucky","WR",NA,25.3,1999-03-03,0,NA,NA,NA
"1751","Leslie Shepherd","Temple","WR",NA,NA,NA,0,NA,NA,NA
"1752","Rod Smith","Missouri Southern St","WR",NA,51,1970-05-15,0,NA,NA,NA
"1753","Wayne Chrebet","Hofstra","WR",NA,47.7,1973-08-14,0,NA,NA,NA
"1754","James McKnight","Liberty","WR",NA,48.9,1972-06-17,0,NA,NA,NA
"1755","Chris Thomas","Cal Poly S.L.O.","WR",NA,49.8,1971-07-16,0,NA,NA,NA
"1756","Billy Davis","Pittsburgh","WR",NA,48.8,1972-07-06,0,NA,NA,NA
"1757","Jermaine Ross","Purdue","WR",NA,50,1971-04-27,0,NA,NA,NA
"1758","Karl Williams","Texas A&M","WR",NA,50.1,1971-04-10,0,NA,NA,NA
"1759","Brian Finneran","Alabama State","WR",NA,NA,NA,0,NA,NA,NA
"1760","Mark Harris","Stanford","WR",NA,51,1970-04-28,0,NA,NA,NA
"1761","Rod Gardner","Oklahoma","WR",NA,49.3,1972-01-31,0,NA,NA,NA
"1762","Latorio Rachal","Fresno State","WR",NA,48.3,1973-01-31,0,NA,NA,NA
"1763","Fabien Bownes","Western Illinois","WR",NA,49.2,1972-02-29,0,NA,NA,NA
"1764","Freddie Solomon","South Carolina St","WR",NA,48.7,1972-08-15,0,NA,NA,NA
"1765","James Hundon","Portland State","WR",NA,50.1,1971-04-09,0,NA,NA,NA
"1766","Eric Smith","LSU","WR",NA,50.3,1971-01-05,0,NA,NA,NA
"1767","Sherrod Gideon","Kansas State","WR",NA,46.1,1975-04-01,0,NA,NA,NA
"1768","Kirby Dar Dar","Syracuse","WR",NA,49.1,1972-03-27,0,NA,NA,NA
"1769","Oronde Gadsden",NA,"WR",NA,49.7,1971-08-20,0,NA,NA,NA
"1770","Damon Gibson","Iowa","WR",NA,46.2,1975-02-25,0,NA,NA,NA
"1771","Jeff Ogden","Eastern Washington","WR",NA,46.2,1975-02-22,0,NA,NA,NA
"1772","Robert Wilson","Florida A&M","WR",NA,46.9,1974-06-23,0,NA,NA,NA
"1773","Tony Horne","Clemson","WR",NA,45.1,1976-03-21,0,NA,NA,NA
"1774","Rodney Williams","Arizona","WR",NA,47.7,1973-08-15,0,NA,NA,NA
"1775","Karl Hankton","Trinity (IL)","WR",NA,50.8,1970-07-24,0,NA,NA,NA
"1776","Drew Haddad","McNeese State","WR",NA,46.8,1974-07-11,0,NA,NA,NA
"1777","Az-Zahir Hakim","Troy State","WR",NA,45.9,1975-06-14,0,NA,NA,NA
"1778","Qadry Ismail","Nicholls State","WR",NA,NA,NA,0,NA,NA,NA
"1779","Joe Jurevicius",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1780","Damon Hodge","Alabama State","WR",NA,NA,NA,0,NA,NA,NA
